,ID,Gender,DOB,Lead_Creation_Date,City_Code,City_Category,Employer_Code,Employer_Category1,Employer_Category2,Monthly_Income,Customer_Existing_Primary_Bank_Code,Primary_Bank_Type,Contacted,Source,Source_Category,Existing_EMI,Loan_Amount,Loan_Period,Interest_Rate,EMI,Var1,Scores
20160,APPK50098876607,Female,10/09/92,26/08/16,C10003,A,COM0053168,B,4.0,1400.0,B003,G,N,S159,C,0.0,0.0,0.0,0.0,0.0,0,0.00
20161,APPL90919272707,Male,15/08/92,26/08/16,C10004,A,COM0034880,A,4.0,1580.0,B017,G,Y,S133,B,0.0,20000.0,4.0,31.5,738.0,2,0.02
20162,APPN30614072923,Male,28/02/84,26/08/16,C10006,A,COM0000024,C,2.0,8000.0,B006,P,Y,S122,B,1400.0,155000.0,5.0,13.2,3547.0,10,6.63
20165,APPS30399038433,Male,31/08/87,26/08/16,C10010,A,COM0000599,B,4.0,3000.0,B004,P,Y,S134,C,0.0,50000.0,4.0,16.3,1031.2,4,1.41
20166,APPT80481364533,Male,14/09/88,26/08/16,C10009,B,COM0000205,C,4.0,1450.0,B004,P,Y,S133,C,0.0,23000.0,4.0,30.8,474.4,2,0.00
20167,APPU20130775621,Male,11/07/83,26/08/16,C10005,A,COM0001093,B,4.0,2901.1,B002,P,Y,S122,C,0.0,54000.0,4.0,14.5,1489.0,4,1.66
20168,APPV70906324742,Male,03/10/88,26/08/16,C10005,A,COM0009633,A,4.0,1600.0,B001,P,Y,S159,C,0.0,26000.0,4.0,30.5,536.2,2,0.01
20169,APPW50012037815,Female,21/05/87,26/08/16,C10003,A,COM0000029,B,3.0,2000.0,B002,P,Y,S133,C,0.0,34000.0,4.0,16.8,977.0,4,1.34
20170,APPX40538148941,Male,11/08/85,27/08/16,C10002,A,COM0030705,B,4.0,2500.0,B003,G,Y,S134,C,0.0,38000.0,4.0,21.4,783.8,2,0.41
20171,APPZ50149255144,Male,01/11/82,27/08/16,C10003,A,COM0002899,C,4.0,10000.0,B002,P,Y,S134,B,0.0,20000.0,3.0,13.5,679.0,10,2.93
20172,APPA40326146202,Male,17/07/88,27/08/16,C10023,B,COM0000066,C,1.0,1890.0,B002,P,Y,S133,C,0.0,44000.0,5.0,15.3,726.0,2,0.04
20173,APPB80031404313,Male,06/07/68,27/08/16,C10005,A,COM0004148,A,4.0,2262.2,B019,G,Y,S127,B,450.0,10000.0,2.0,21.5,412.5,2,1.00
20174,APPC10623322409,Male,18/04/88,27/08/16,C10006,A,COM0002989,B,4.0,4500.0,B008,G,Y,S133,B,0.0,30000.0,3.0,15.5,825.0,10,1.69
20175,APPD40796402524,Male,18/05/89,27/08/16,C10025,A,COM0000124,B,2.0,2400.0,B001,P,Y,S122,C,0.0,48000.0,5.0,16.8,1186.0,2,7.94
20176,APPE20779736637,Male,20/12/81,27/08/16,C10010,A,COM0013212,B,4.0,1950.0,B007,G,Y,S127,C,0.0,33000.0,4.0,24.4,680.6,2,0.04
20177,APPF20686549744,Female,13/07/85,27/08/16,C10006,A,COM0017058,A,4.0,5000.0,B001,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,10,3.90
20178,APPG40208274811,Male,03/03/91,27/08/16,C10003,A,COM0024638,A,4.0,4000.0,B002,P,Y,S133,C,0.0,61000.0,4.0,15.8,1258.1,4,3.50
20179,APPH30180072924,Male,28/03/93,27/08/16,C10007,A,COM0000003,B,2.0,2380.0,B001,P,Y,S127,B,0.0,40000.0,4.0,17.4,825.0,4,2.80
20180,APPI60212907014,Male,04/09/83,27/08/16,C10024,A,COM0010092,A,4.0,4500.0,B001,P,Y,S133,C,0.0,76000.0,4.0,15.1,1567.5,10,5.60
20182,APPL30061165306,Female,03/03/71,27/08/16,C10015,C,COM0020483,A,4.0,700.0,B018,G,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
20183,APPN30461706533,Male,30/05/92,27/08/16,C10003,A,COM0049041,B,4.0,8800.0,B001,P,Y,S133,B,0.0,30000.0,5.0,14.9,495.0,10,4.30
20184,APPP10870798717,Male,13/09/86,27/08/16,C10004,A,COM0000003,B,2.0,3700.0,B003,G,Y,S143,B,800.0,20000.0,2.0,13.0,951.0,10,1.24
20185,APPR50024886944,Female,25/12/88,27/08/16,C10003,A,COM0041696,A,4.0,1200.0,B001,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
20186,APPS30515261005,Male,14/04/94,27/08/16,C10003,A,COM0000054,B,3.0,2000.0,B001,P,Y,S159,B,0.0,20000.0,2.0,18.3,825.0,4,0.35
20187,APPU90361761233,Male,11/01/90,27/08/16,C10018,C,COM0001485,B,4.0,1300.0,B001,P,Y,S143,C,0.0,19000.0,4.0,32.3,391.9,2,0.02
20188,APPV20716609342,Female,30/04/90,27/08/16,C10002,A,COM0000042,C,3.0,2100.0,B005,P,Y,S133,B,0.0,30000.0,3.0,15.9,825.0,4,1.59
20189,APPW80038495407,Female,17/05/95,27/08/16,C10001,A,COM0035417,A,4.0,1500.0,B008,G,N,S159,C,0.0,0.0,0.0,0.0,0.0,0,0.00
20190,APPX60213891514,Female,15/05/87,27/08/16,C10003,A,COM0042953,B,4.0,1700.0,B013,G,N,S127,C,0.0,0.0,0.0,0.0,0.0,0,0.00
20191,APPY50884392629,Male,02/03/93,27/08/16,C10004,A,COM0001675,A,4.0,2100.0,B004,P,Y,S127,C,0.0,35000.0,4.0,25.4,721.9,2,0.25
20192,APPZ90519424737,Male,21/04/89,27/08/16,C10015,C,COM0001243,A,4.0,5000.0,B005,P,Y,S134,B,0.0,50000.0,3.0,16.3,1375.0,7,3.59
20194,APPB60568451931,Male,15/07/92,27/08/16,C10005,A,COM0047296,A,4.0,8000.0,B002,P,Y,S159,C,0.0,144000.0,4.0,15.8,2970.0,7,1.94
20195,APPC50349153008,Male,28/03/82,27/08/16,C10002,A,COM0005342,A,4.0,4800.0,B016,G,Y,S122,C,0.0,61000.0,3.0,17.5,2190.0,7,0.85
20196,APPD20082903118,Female,15/10/78,27/08/16,C10015,C,COM0050773,A,4.0,2500.0,B030,P,Y,S159,B,0.0,30000.0,5.0,18.2,495.0,7,0.30
20197,APPE70747745227,Female,15/02/92,27/08/16,C10122,C,COM0056584,A,4.0,1000.0,B015,P,N,S137,B,500.0,0.0,0.0,0.0,0.0,0,0.00
20198,APPF40862599339,Male,09/02/86,27/08/16,C10005,A,COM0013168,B,4.0,7000.0,B003,G,Y,S159,C,0.0,100000.0,4.0,14.6,2062.5,10,2.78
20199,APPH40703145542,Male,09/06/88,27/08/16,C10006,A,COM0000525,A,4.0,3000.0,B003,G,Y,S159,C,0.0,56000.0,4.0,27.0,1920.0,2,0.31
20200,APPI50804844624,Female,10/02/90,27/08/16,C10004,A,COM0004305,C,4.0,2000.0,B002,P,N,S122,B,181.4,0.0,0.0,0.0,0.0,4,0.92
20201,APPJ70666647705,Female,01/03/87,27/08/16,C10001,A,COM0001170,A,4.0,5000.0,B001,P,N,S127,B,0.0,0.0,0.0,0.0,0.0,10,3.90
20202,APPK30732304815,Male,02/01/86,27/08/16,C10010,A,COM0001944,B,4.0,3400.0,B001,P,Y,S133,C,0.0,59000.0,4.0,15.2,1216.9,4,0.76
20203,APPL60199279912,Female,04/09/91,27/08/16,C10001,A,COM0034946,A,4.0,3350.0,B002,P,N,S133,B,1500.0,0.0,0.0,0.0,0.0,0,0.78
20204,APPM10319009018,Male,13/06/63,27/08/16,C10025,A,COM0011847,A,4.0,9000.0,B003,G,Y,S133,C,0.0,150000.0,5.0,13.5,3451.0,4,1.36
20205,APPO10599572217,Male,10/08/88,27/08/16,C10005,A,COM0002650,B,4.0,2200.0,B001,P,Y,S133,B,0.0,50000.0,5.0,18.5,825.0,4,0.58
20207,APPQ90456398446,Male,03/05/86,27/08/16,C10004,A,COM0037087,C,4.0,1319.1,B002,P,Y,S159,C,0.0,21000.0,4.0,29.0,433.1,2,0.00
20211,APPU50383828841,Male,19/07/80,27/08/16,C10007,A,COM0011915,A,4.0,2800.0,B003,G,Y,S127,C,0.0,51000.0,4.0,19.6,1051.9,2,0.53
20212,APPV80968417917,Male,01/09/90,27/08/16,C10002,A,COM0004076,B,4.0,2200.0,B004,P,Y,S159,C,0.0,37000.0,4.0,18.5,1097.0,2,0.76
20213,APPX70075281109,Female,17/06/91,27/08/16,C10003,A,COM0000172,A,4.0,1800.0,B013,G,Y,S133,C,0.0,29000.0,4.0,28.8,598.1,2,0.01
20214,APPY50899657234,Male,13/08/90,27/08/16,C10034,C,COM0001783,B,4.0,1200.0,B002,P,Y,S159,B,0.0,14000.0,3.0,25.5,385.0,2,0.01
20215,APPA50949013404,Female,21/04/96,27/08/16,C10002,A,COM0030864,A,4.0,2000.0,B029,G,N,S122,C,0.0,0.0,0.0,0.0,0.0,0,0.19
20216,APPB70266053535,Male,06/11/93,27/08/16,C10021,B,COM0000011,A,1.0,20000.0,B008,G,Y,S133,C,0.0,150000.0,4.0,14.1,3093.8,4,0.08
20217,APPC70415973629,Female,15/05/90,27/08/16,C10397,C,COM0017576,A,4.0,1000.0,B003,G,N,S143,B,800.0,0.0,0.0,0.0,0.0,0,0.01
20218,APPD10235051748,Male,06/03/88,27/08/16,C10005,A,COM0000985,B,4.0,2400.0,B002,P,Y,S133,C,0.0,40000.0,4.0,21.5,825.0,4,0.41
20219,APPF30459962905,Male,20/12/94,27/08/16,C10005,A,COM0007686,A,4.0,2400.0,B004,P,Y,S159,C,0.0,40000.0,4.0,28.5,1406.0,2,4.45
20220,APPG10849931016,Male,23/04/83,27/08/16,C10002,A,COM0000038,B,1.0,4200.0,B005,P,Y,S134,C,0.0,71000.0,4.0,15.2,1985.0,7,6.70
20221,APPI60447052227,Male,06/08/90,27/08/16,C10002,A,COM0054910,A,4.0,2500.0,B001,P,Y,S133,B,0.0,35000.0,3.0,28.5,1457.0,7,0.14
20222,APPJ80448204331,Male,31/05/83,27/08/16,C10018,C,COM0014832,A,4.0,1480.0,B009,G,Y,S133,C,0.0,22000.0,4.0,36.7,453.8,2,0.00
20223,APPK60247802418,Male,01/02/89,27/08/16,C10003,A,COM0000031,C,3.0,2300.0,B003,G,Y,S122,B,700.0,10000.0,2.0,18.2,500.0,4,1.40
20224,APPL20127573533,Male,23/06/90,27/08/16,C10005,A,COM0035172,B,4.0,2500.0,B010,G,Y,S133,C,0.0,42000.0,4.0,19.8,866.2,2,0.33
20225,APPN50654814707,Male,08/03/94,27/08/16,C10004,A,COM0000129,C,1.0,1300.0,B002,P,Y,S159,C,0.0,21000.0,4.0,31.5,775.0,2,0.04
20226,APPO70000467843,Female,23/10/79,27/08/16,C10001,A,COM0000017,C,1.0,8500.0,B001,P,N,S143,B,500.0,0.0,0.0,0.0,0.0,10,2.53
20227,APPP60792604919,Male,12/02/72,27/08/16,C10001,A,COM0026419,A,4.0,2070.0,B012,G,Y,S122,B,500.0,18000.0,5.0,20.2,297.0,2,2.07
20228,APPQ20567133025,Male,07/05/90,27/08/16,C10005,A,COM0023582,B,4.0,1552.4,B001,P,Y,S159,C,0.0,25000.0,4.0,25.9,515.6,2,0.00
20229,APPR90589916134,Female,04/04/92,27/08/16,C10047,B,COM0012351,A,4.0,1500.0,B001,P,N,S122,B,500.0,0.0,0.0,0.0,0.0,0,0.00
20230,APPT10263662317,Female,18/08/84,27/08/16,C10031,C,COM0005072,A,4.0,750.0,B004,P,N,S159,B,0.0,0.0,0.0,0.0,0.0,0,0.00
20231,APPU20291303442,Female,01/12/86,27/08/16,C10004,A,COM0002714,B,4.0,1160.0,B002,P,N,S159,B,348.9,0.0,0.0,0.0,0.0,0,0.00
20232,APPV30965461533,Male,27/02/91,27/08/16,C10020,A,COM0035711,C,4.0,3500.0,B001,P,Y,S133,C,0.0,60000.0,5.0,16.3,990.0,2,2.87
20233,APPW30315851626,Male,04/08/66,27/08/16,C10023,B,COM0041565,A,4.0,6500.0,B003,G,Y,S143,C,0.0,140000.0,5.0,15.5,2310.0,2,10.39
20234,APPX90534714738,Male,05/01/84,27/08/16,C10002,A,COM0000153,C,4.0,7500.0,B005,P,Y,S133,B,3000.0,30000.0,5.0,14.9,495.0,10,7.84
20235,APPY20671578806,Male,10/08/84,27/08/16,C10006,A,COM0000397,C,4.0,9500.0,B005,P,Y,S133,B,2200.0,50000.0,5.0,14.0,1163.0,10,11.10
20236,APPZ20999099916,Female,08/11/90,27/08/16,C10001,A,COM0001601,C,4.0,2278.3,B007,G,N,S159,B,0.0,0.0,0.0,0.0,0.0,4,0.82
20238,APPB50374393143,Male,26/07/87,27/08/16,C10003,A,COM0019215,A,4.0,4000.0,B003,G,Y,S133,B,1000.0,30000.0,5.0,18.0,762.0,10,1.51
20239,APPD30235751324,Female,10/01/91,27/08/16,C10004,A,COM0037360,A,4.0,2000.0,B029,G,N,S159,B,0.0,0.0,0.0,0.0,0.0,2,0.50
20241,APPF40662021533,Male,22/06/84,27/08/16,C10002,A,COM0000025,C,1.0,3900.0,B005,P,Y,S133,B,250.0,10000.0,2.0,14.5,482.0,7,3.32
20242,APPG50836726618,Male,18/12/92,27/08/16,C10003,A,COM0000070,B,3.0,15600.0,B015,P,Y,S133,B,0.0,20000.0,5.0,15.2,478.0,10,0.80
20243,APPJ20516767941,Female,11/01/86,27/08/16,C10004,A,COM0000488,B,4.0,1500.0,B004,P,Y,S133,C,0.0,24000.0,4.0,31.5,885.0,2,0.02
20244,APPK70417145019,Male,02/08/91,27/08/16,C10002,A,COM0052964,A,4.0,2000.0,B002,P,Y,S159,B,500.0,10000.0,4.0,25.6,206.2,2,0.48
20245,APPL20866439137,Male,25/04/91,27/08/16,C10002,A,COM0002173,B,4.0,1800.0,B001,P,Y,S159,B,0.0,10000.0,5.0,18.2,255.0,2,0.04
20246,APPN70941298331,Male,08/10/92,27/08/16,C10002,A,COM0000345,C,4.0,1900.0,B003,G,Y,S159,B,0.0,10000.0,3.0,28.5,416.0,2,0.04
20247,APPO40174473426,Male,06/01/85,27/08/16,C10014,B,COM0024938,C,4.0,2500.0,B001,P,Y,S143,B,0.0,30000.0,5.0,17.1,495.0,7,1.01
20248,APPP40217141541,Female,05/07/80,27/08/16,C10010,A,COM0001790,B,4.0,2267.8,B001,P,N,S159,B,100.0,0.0,0.0,0.0,0.0,4,0.90
20249,APPQ70495113602,Male,23/12/91,27/08/16,C10018,C,COM0002129,B,4.0,1580.0,B015,P,Y,S134,C,0.0,24000.0,4.0,18.2,708.0,2,0.01
20250,APPR90661668713,Male,14/04/88,27/08/16,C10011,B,COM0055008,A,4.0,2200.0,B019,G,Y,S159,B,0.0,35000.0,4.0,31.5,1291.0,2,0.21
20251,APPS30790489844,Female,07/03/88,27/08/16,C10004,A,COM0012818,A,4.0,5000.0,B002,P,Y,S159,B,1500.0,10000.0,4.0,15.2,280.0,10,5.64
20252,APPT80404048928,Male,15/06/83,27/08/16,C10004,A,COM0000049,A,1.0,3358.2,B017,G,Y,S133,C,0.0,58000.0,4.0,15.6,1196.2,4,0.50
20255,APPW60183882232,Male,26/12/87,27/08/16,C10012,A,COM0000209,C,4.0,3800.0,B014,P,Y,S133,B,0.0,12000.0,4.0,13.5,325.0,10,8.82
20256,APPX70214778304,Male,13/07/90,27/08/16,C10035,C,COM0000009,A,1.0,1500.0,B003,G,Y,S143,B,0.0,41000.0,5.0,16.1,676.5,2,0.00
20257,APPY60194676417,Male,24/09/85,27/08/16,C10002,A,COM0000500,B,4.0,5400.0,B004,P,Y,S133,B,866.6,50000.0,4.0,20.9,1031.2,10,0.31
20258,APPZ50249935548,Male,09/03/77,27/08/16,C10016,B,COM0012091,A,4.0,2000.0,B006,P,Y,S133,C,0.0,32000.0,4.0,31.5,1180.0,2,0.10
20259,APPB90288441701,Female,07/05/87,27/08/16,C10006,A,COM0005124,B,4.0,7050.0,B001,P,N,S134,B,3500.0,0.0,0.0,0.0,0.0,0,2.35
20260,APPC60240755843,Male,04/07/71,27/08/16,C10022,B,COM0002625,C,4.0,3500.0,B013,G,Y,S127,C,0.0,63000.0,4.0,15.1,1299.4,4,0.82
20261,APPD20436451926,Male,12/07/83,27/08/16,C10005,A,COM0004037,B,4.0,1800.0,B002,P,Y,S159,C,0.0,29000.0,4.0,25.0,598.1,2,0.02
20262,APPE30142159023,Female,08/02/78,27/08/16,C10534,C,COM0009051,A,4.0,1950.0,B004,P,N,S127,B,0.0,0.0,0.0,0.0,0.0,0,0.19
20263,APPG30229243235,Female,31/10/87,27/08/16,C10003,A,COM0000392,C,4.0,1624.4,B007,G,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
20264,APPH40393612349,Female,17/05/76,27/08/16,C10002,A,COM0000013,A,1.0,12000.0,B001,P,N,S133,B,5360.0,0.0,0.0,0.0,0.0,0,2.52
20265,APPI60189304419,Male,09/07/86,27/08/16,C10080,C,COM0000101,C,1.0,3200.0,B001,P,Y,S133,B,1065.6,30000.0,5.0,14.8,495.0,7,1.49
20266,APPJ90301356503,Female,28/01/92,27/08/16,C10002,A,COM0000004,B,2.0,2100.0,B001,P,Y,S133,B,0.0,10000.0,1.0,13.0,893.0,4,1.71
20267,APPK50750773646,Male,14/10/86,27/08/16,C10018,C,COM0002442,C,4.0,2000.0,B001,P,Y,S133,C,0.0,32000.0,4.0,18.2,943.0,2,0.25
20268,APPL40669118723,Female,06/06/93,27/08/16,C10003,A,COM0000022,B,2.0,2000.0,B005,P,Y,S133,C,0.0,34000.0,4.0,16.8,977.0,4,1.25
20269,APPM80127057846,Male,31/10/89,27/08/16,C10004,A,COM0000009,A,1.0,2200.0,B004,P,Y,S133,C,0.0,37000.0,4.0,16.8,1063.0,4,1.66
20271,APPO60603575002,Female,07/10/78,27/08/16,C10003,A,COM0012718,A,4.0,1500.0,B006,P,N,S133,B,200.0,0.0,0.0,0.0,0.0,0,0.00
20272,APPP40816192111,Female,01/11/67,27/08/16,C10001,A,COM0004365,A,4.0,1400.0,B001,P,N,S159,B,359.0,0.0,0.0,0.0,0.0,0,0.00
20273,APPQ80700368229,Male,12/09/84,27/08/16,C10002,A,COM0009335,B,4.0,5800.0,B026,P,Y,S133,B,1200.0,50000.0,4.0,16.1,1031.2,10,5.74
20274,APPR30954159346,Female,07/10/87,27/08/16,C10261,C,COM0000904,B,4.0,1200.0,B003,G,N,S134,B,500.0,0.0,0.0,0.0,0.0,0,0.00
20275,APPS60902545448,Male,07/01/73,27/08/16,C10255,C,COM0011368,C,4.0,1800.0,B001,P,Y,S159,B,350.0,20000.0,3.0,19.8,550.0,2,0.02
20276,APPU50341922624,Male,17/01/79,27/08/16,C10007,A,COM0002418,B,4.0,7100.0,B002,P,Y,S122,C,0.0,127000.0,4.0,14.5,2619.4,7,5.34
20277,APPV70116869732,Female,04/06/91,27/08/16,C10003,A,COM0000823,B,4.0,1980.0,B002,P,N,S133,B,1500.0,0.0,0.0,0.0,0.0,0,0.16
20278,APPW80736845802,Male,19/09/82,27/08/16,C10006,A,COM0013187,C,4.0,1740.0,B008,G,Y,S134,B,0.0,10000.0,3.0,21.4,275.0,2,0.02
20279,APPX80940096938,Female,19/08/87,27/08/16,C10004,A,COM0000035,B,3.0,1450.0,B001,P,N,S159,B,237.0,0.0,0.0,0.0,0.0,0,0.00
20280,APPY50070672007,Female,22/12/80,27/08/16,C10004,A,COM0005773,C,4.0,3189.0,B001,P,N,S133,B,1742.0,0.0,0.0,0.0,0.0,0,1.65
20281,APPZ90078529134,Male,11/06/85,27/08/16,C10002,A,COM0010026,A,4.0,1500.0,B023,G,Y,S159,C,0.0,24000.0,4.0,30.6,495.0,2,0.00
20282,APPA80880632246,Male,11/08/88,27/08/16,C10001,A,COM0002873,A,4.0,4000.0,B013,G,Y,S134,B,572.4,10000.0,2.0,14.8,484.0,10,3.25
20284,APPC90130468433,Male,12/06/88,27/08/16,C10004,A,COM0000618,C,4.0,1200.0,B002,P,Y,S143,B,0.0,10000.0,3.0,31.5,433.0,2,0.02
20285,APPD20046866524,Female,04/02/88,27/08/16,C10001,A,COM0000039,C,1.0,4500.0,B006,P,N,S122,B,1800.0,0.0,0.0,0.0,0.0,10,6.38
20286,APPE90700905639,Male,09/07/88,27/08/16,C10010,A,COM0052250,B,4.0,3700.0,B001,P,Y,S143,B,1350.0,30000.0,3.0,16.1,825.0,7,1.64
20287,APPF70936946745,Female,30/05/85,27/08/16,C10002,A,COM0000067,B,2.0,4500.0,B002,P,Y,S122,B,0.0,50000.0,5.0,14.2,825.0,10,5.27
20288,APPG10514698832,Male,05/06/65,27/08/16,C10015,C,COM0031932,A,4.0,3000.0,B003,G,Y,S159,B,0.0,64000.0,4.0,18.4,1320.0,7,0.34
20289,APPH50333951939,Male,08/05/86,27/08/16,C10002,A,COM0015278,A,4.0,2200.0,B008,G,Y,S133,B,120.0,10000.0,3.0,24.0,392.0,2,0.15
20291,APPJ20849066144,Male,12/08/80,27/08/16,C10002,A,COM0000325,C,4.0,9200.0,B004,P,Y,S133,B,0.0,120000.0,3.0,14.2,3300.0,10,5.30
20292,APPK10848566233,Female,03/12/84,27/08/16,C10003,A,COM0003635,C,4.0,3000.0,B001,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,10,1.44
20293,APPM60237693437,Female,13/10/84,27/08/16,C10010,A,COM0022540,C,4.0,1900.0,B013,G,N,S159,B,0.0,0.0,0.0,0.0,0.0,0,0.06
20294,APPN50137282533,Male,03/02/61,27/08/16,C10005,A,COM0052937,C,4.0,2500.0,B016,G,Y,S133,C,0.0,42000.0,4.0,20.0,866.2,2,0.53
20295,APPO70352286616,Male,28/03/72,27/08/16,C10007,A,COM0055918,A,4.0,3158.6,B003,G,Y,S159,C,0.0,59000.0,4.0,27.5,2039.0,2,0.24
20296,APPP90366597735,Male,30/06/63,27/08/16,C10002,A,COM0012770,C,4.0,2300.0,B003,G,Y,S127,B,0.0,30000.0,4.0,20.5,618.8,2,0.65
20297,APPR40617249928,Female,04/01/91,27/08/16,C10004,A,COM0000172,A,4.0,3000.0,B013,G,Y,S134,C,0.0,53000.0,4.0,15.3,1093.1,7,0.29
20298,APPT70077873127,Female,14/10/81,27/08/16,C10008,A,COM0038491,A,4.0,3300.0,B015,P,N,S133,B,1400.0,0.0,0.0,0.0,0.0,0,0.78
20299,APPU40511062236,Female,12/10/93,27/08/16,C10043,B,COM0039758,C,4.0,600.0,B003,G,N,S159,B,400.0,0.0,0.0,0.0,0.0,0,0.00
20300,APPV10576433347,Female,26/11/90,27/08/16,C10173,C,COM0009581,A,4.0,3000.0,B003,G,N,S134,B,500.0,0.0,0.0,0.0,0.0,7,0.61
20302,APPX10879104543,Male,05/06/87,27/08/16,C10011,B,COM0000174,C,4.0,1130.0,B002,P,Y,S133,B,0.0,7000.0,1.0,33.1,577.5,0,0.10
20303,APPZ20086155714,Male,13/09/84,27/08/16,C10002,A,COM0053362,A,4.0,1850.0,B001,P,Y,S133,B,675.7,14000.0,4.0,18.2,413.0,2,0.09
20304,APPA60529351827,Male,01/05/87,27/08/16,C10003,A,COM0019579,A,4.0,2800.0,B007,G,Y,S133,B,1000.0,16000.0,5.0,15.8,387.0,7,0.78
20305,APPC20536242044,Male,09/12/83,27/08/16,C10001,A,COM0030872,A,4.0,5400.0,B003,G,Y,S156,B,0.0,98000.0,3.0,22.0,3743.0,10,0.01
20306,APPD30419359128,Male,20/03/82,27/08/16,C10006,A,COM0000138,B,4.0,4300.0,B006,P,Y,S133,C,0.0,77000.0,4.0,14.5,1588.1,10,7.13
20307,APPE30626853242,Male,09/04/79,27/08/16,C10030,B,COM0049144,B,4.0,2000.0,B008,G,Y,S157,B,0.0,20000.0,4.0,33.0,755.0,2,0.78
20308,APPF70593667306,Male,06/10/81,27/08/16,C10004,A,COM0000019,A,1.0,4000.0,B003,G,Y,S133,B,1000.0,50000.0,5.0,17.5,1256.0,10,2.12
20309,APPG30479388436,Male,05/12/84,27/08/16,C10001,A,COM0000123,C,3.0,2200.0,B004,P,Y,S133,B,700.0,12000.0,2.0,17.9,495.0,4,2.08
20310,APPH90614451502,Male,05/05/86,27/08/16,C10001,A,COM0000787,C,4.0,1800.0,B007,G,Y,S138,A,0.0,10000.0,3.0,18.2,363.0,2,0.03
20311,APPI70049045627,Male,17/10/91,27/08/16,C10001,A,COM0005101,C,4.0,2500.0,B002,P,Y,S143,B,0.0,30000.0,3.0,18.0,825.0,10,1.69
20313,APPL70103529916,Female,24/01/91,27/08/16,C10003,A,COM0010575,A,4.0,2000.0,B003,G,Y,S133,B,0.0,20000.0,3.0,24.0,785.0,2,0.01
20314,APPM10381634035,Female,20/09/72,27/08/16,C10016,B,COM0051459,A,4.0,2400.0,B003,G,N,S127,B,500.0,0.0,0.0,0.0,0.0,0,0.18
20315,APPN90667221143,Male,04/02/85,27/08/16,C10001,A,COM0004035,B,4.0,5325.0,B001,P,Y,S141,B,0.0,20000.0,2.0,15.2,972.0,10,1.26
20316,APPP30567058303,Male,20/08/90,27/08/16,C10054,C,COM0056993,B,4.0,2800.0,B008,G,Y,S159,B,0.0,50000.0,5.0,18.2,1274.0,7,0.91
20317,APPQ50621939436,Female,25/04/91,27/08/16,C10003,A,COM0023415,A,4.0,1200.0,B042,G,N,S159,C,0.0,0.0,0.0,0.0,0.0,0,0.00
20318,APPS60658273614,Female,02/11/84,27/08/16,C10002,A,COM0042478,A,4.0,4000.0,B030,P,Y,S133,B,0.0,6000.0,3.0,16.4,165.0,10,4.79
20319,APPT40664792726,Male,17/06/87,27/08/16,C10005,A,COM0001348,B,4.0,3635.0,B001,P,Y,S159,B,0.0,30000.0,2.0,16.8,1237.5,7,0.96
20320,APPU30112308844,Male,15/08/90,27/08/16,C10003,A,COM0000822,B,4.0,1800.0,B003,G,Y,S143,C,0.0,29000.0,4.0,31.5,1070.0,2,0.04
20321,APPV80784331905,Male,16/01/86,27/08/16,C10007,A,COM0002159,B,4.0,1389.0,B036,G,Y,S134,B,0.0,16000.0,4.0,35.5,628.0,2,0.02
20322,APPW50957295032,Male,11/10/83,27/08/16,C10003,A,COM0045906,B,4.0,2850.0,B001,P,Y,S133,C,0.0,43000.0,4.0,19.7,886.9,4,0.93
20324,APPY70886179248,Male,12/03/83,27/08/16,C10014,B,COM0035140,A,4.0,2000.0,B016,G,Y,S127,C,0.0,32000.0,4.0,31.5,1180.0,2,0.13
20325,APPZ30667145338,Female,22/03/98,27/08/16,C10047,B,COM0038069,C,4.0,750.0,B033,G,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
20326,APPC80498036627,Female,13/07/85,27/08/16,C10041,C,COM0000072,C,2.0,1520.0,B024,G,N,S133,B,400.0,0.0,0.0,0.0,0.0,0,0.00
20327,APPD90346997703,Female,30/10/90,27/08/16,C10005,A,COM0000002,C,1.0,1650.0,B011,P,N,S159,B,0.0,0.0,0.0,0.0,0.0,0,0.00
20328,APPE60415481834,Male,24/12/82,27/08/16,C10003,A,COM0005093,C,4.0,20000.0,B002,P,Y,S122,B,1000.0,20000.0,1.0,15.1,1650.0,10,1.29
20329,APPF80314338943,Female,31/08/78,27/08/16,C10001,A,COM0013484,B,4.0,2000.0,B002,P,N,S157,B,1500.0,0.0,0.0,0.0,0.0,0,0.26
20330,APPG40141849036,Female,29/07/82,27/08/16,C10002,A,COM0055679,A,4.0,4916.0,B021,P,Y,S133,B,0.0,50000.0,2.0,14.8,2421.0,10,1.98
20331,APPH30829865148,Male,04/11/91,27/08/16,C10002,A,COM0019209,A,4.0,2900.0,B001,P,Y,S134,B,0.0,10000.0,1.0,17.6,825.0,7,0.86
20332,APPI70954786225,Female,13/02/91,27/08/16,C10017,B,COM0029552,A,4.0,950.0,B010,G,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
